ano,municipio,pibpc
2016,Vale do Sol,  19.107 
2016,Vale Real,  24.368 
2016,Vanini,  27.005 
2016,Venâncio Aires,  38.142 
2016,Vera Cruz,  22.690 
2016,Veranópolis,  47.112 
2016,Vespasiano Corrêa,  32.834 
2016,Viadutos,  31.430 
2016,Viamão,  13.776 
2016,Vicente Dutra,  19.073 
2016,Victor Graeff,  50.568 
2016,Vila Flores,  44.348 
2016,Vila Lângaro,  45.040 
2016,Vila Maria,  47.272 
2016,Vila Nova do Sul,  27.132 
2016,Vista Alegre,  25.298 
2016,Vista Alegre do Prata,  34.175 
2016,Vista Gaúcha,  22.371 
2016,Vitória das Missões,  25.282 
2016,Westfália,  46.348 
2016,Xangri-lá,  35.399 
2017,Aceguá,  55.799 
2017,Água Santa,  72.580 
2017,Agudo,  29.001 
2017,Ajuricaba,  35.326 
2017,Alecrim,  15.815 
2017,Alegrete,  25.839 
2017,Alegria,  24.778 
2017,Almirante Tamandaré do Sul,  62.692 
2017,Alpestre,  71.389 
2017,Alto Alegre,  34.808 
2017,Alto Feliz,  28.566 
2017,Alvorada,  11.965 
2017,Amaral Ferrador,  14.779 
2017,Ametista do Sul,  13.927 
2017,André da Rocha,  78.189 
2017,Anta Gorda,  33.520 
2017,Antônio Prado,  41.298 
2017,Arambaré,  37.252 
2017,Araricá,  26.290 
2017,Aratiba,  133.271 
2017,Arroio do Meio,  53.805 
2017,Arroio do Sal,  25.401 
2017,Arroio do Padre,  20.218 
2017,Arroio dos Ratos,  16.535 
2017,Arroio do Tigre,  25.066 
2017,Arroio Grande,  31.879 
2017,Arvorezinha,  24.192 
2017,Augusto Pestana,  43.104 
2017,Áurea,  26.452 
2017,Bagé,  23.247 
2017,Balneário Pinhal,  16.204 
2017,Barão,  30.506 
2017,Barão de Cotegipe,  30.824 
2017,Barão do Triunfo,  15.389 
2017,Barracão,  34.223 
2017,Barra do Guarita,  12.630 
2017,Barra do Quaraí,  47.831 
2017,Barra do Ribeiro,  23.875 
2017,Barra do Rio Azul,  24.342 
2017,Barra Funda,  47.386 
2017,Barros Cassal,  16.911 
2017,Benjamin Constant do Sul,  13.777 
2017,Bento Gonçalves,  48.220 
2017,Boa Vista das Missões,  53.006 
2017,Boa Vista do Buricá,  29.231 
2017,Boa Vista do Cadeado,  86.168 
2017,Boa Vista do Incra,  60.912 
2017,Boa Vista do Sul,  25.361 
2017,Bom Jesus,  25.510 
2017,Bom Princípio,  41.780 
2017,Bom Progresso,  23.415 
2017,Bom Retiro do Sul,  22.163 
2017,Boqueirão do Leão,  16.804 
2017,Bossoroca,  40.033 
2017,Bozano,  47.111 
2017,Braga,  21.737 
2017,Brochier,  17.181 
2017,Butiá,  20.311 
2017,Caçapava do Sul,  23.440 
2017,Cacequi,  23.856 
2017,Cachoeira do Sul,  27.124 
2017,Cachoeirinha,  40.115 
2017,Cacique Doble,  18.832 
2017,Caibaté,  31.372 
2017,Caiçara,  19.314 
2017,Camaquã,  30.503 
2017,Camargo,  62.359 
2017,Cambará do Sul,  22.477 
2017,Campestre da Serra,  44.786 
2017,Campina das Missões,  24.535 
2017,Campinas do Sul,  34.947 
2017,Campo Bom,  45.129 
2017,Campo Novo,  37.397 
2017,Campos Borges,  24.721 
2017,Candelária,  25.508 
2017,Cândido Godói,  33.480 
2017,Candiota,  54.473 
2017,Canela,  24.058 
2017,Canguçu,  20.423 
2017,Canoas,  54.918 
2017,Canudos do Vale,  23.608 
2017,Capão Bonito do Sul,  86.596 
2017,Capão da Canoa,  28.379 
2017,Capão do Cipó,  70.498 
2017,Capão do Leão,  20.656 
2017,Capivari do Sul,  50.200 
2017,Capela de Santana,  17.037 
2017,Capitão,  24.848 
2017,Carazinho,  42.811 
2017,Caraá,  12.604 
2017,Carlos Barbosa,  77.665 
2017,Carlos Gomes,  21.670 
2017,Casca,  45.716 
2017,Caseiros,  38.098 
2017,Catuípe,  35.398 
2017,Caxias do Sul,  45.124 
2017,Centenário,  22.812 
2017,Cerrito,  14.739 
2017,Cerro Branco,  16.512 
2017,Cerro Grande,  20.924 
2017,Cerro Grande do Sul,  14.660 
2017,Cerro Largo,  46.643 
2017,Chapada,  45.181 
2017,Charqueadas,  28.668 
2017,Charrua,  21.336 
2017,Chiapetta,  46.440 
2017,Chuí,  35.647 
2017,Chuvisca,  19.450 
2017,Cidreira,  17.730 
2017,Ciríaco,  25.648 
2017,Colinas,  24.474 
2017,Colorado,  50.415 
2017,Condor,  46.562 
2017,Constantina,  27.139 
2017,Coqueiro Baixo,  21.154 
2017,Coqueiros do Sul,  41.708 
2017,Coronel Barros,  40.922 
2017,Coronel Bicaco,  34.102 
2017,Coronel Pilar,  22.394 
2017,Cotiporã,  36.635 
2017,Coxilha,  71.010 
2017,Crissiumal,  23.436 
2017,Cristal,  25.871 
2017,Cristal do Sul,  17.403 
2017,Cruz Alta,  53.491 
2017,Cruzaltense,  34.923 
2017,Cruzeiro do Sul,  28.084 
2017,David Canabarro,  25.520 
2017,Derrubadas,  24.909 
2017,Dezesseis de Novembro,  13.612 
2017,Dilermando de Aguiar,  35.346 
2017,Dois Irmãos,  58.748 
2017,Dois Irmãos das Missões,  49.240 
2017,Dois Lajeados,  26.969 
2017,Dom Feliciano,  16.568 
2017,Dom Pedro de Alcântara,  20.519 
2017,Dom Pedrito,  33.736 
2017,Dona Francisca,  21.675 
2017,Doutor Maurício Cardoso,  34.570 
2017,Doutor Ricardo,  24.416 
2017,Eldorado do Sul,  41.105 
2017,Encantado,  37.519 
2017,Encruzilhada do Sul,  20.324 
2017,Engenho Velho,  36.744 
2017,Entre-Ijuís,  38.668 
2017,Entre Rios do Sul,  64.790 
2017,Erebango,  31.497 
2017,Erechim,  43.086 
2017,Ernestina,  40.961 
2017,Herval,  19.674 
2017,Erval Grande,  17.390 
2017,Erval Seco,  31.130 
2017,Esmeralda,  54.487 
2017,Esperança do Sul,  21.079 
2017,Espumoso,  43.066 
2017,Estação,  53.672 
2017,Estância Velha,  28.217 
2017,Esteio,  35.630 
2017,Estrela,  42.824 
2017,Estrela Velha,  34.399 
2017,Eugênio de Castro,  64.016 
2017,Fagundes Varela,  29.091 
2017,Farroupilha,  46.144 
2017,Faxinal do Soturno,  27.832 
2017,Faxinalzinho,  22.641 
2017,Fazenda Vilanova,  28.708 
2017,Feliz,  29.512 
2017,Flores da Cunha,  50.231 
2017,Floriano Peixoto,  25.293 
2017,Fontoura Xavier,  16.803 
2017,Formigueiro,  25.854 
2017,Forquetinha,  16.398 
2017,Fortaleza dos Valos,  54.436 
2017,Frederico Westphalen,  35.426 
2017,Garibaldi,  54.621 
2017,Garruchos,  32.435 
2017,Gaurama,  36.939 
2017,General Câmara,  17.191 
2017,Gentil,  60.063 
2017,Getúlio Vargas,  30.819 
2017,Giruá,  39.747 
2017,Glorinha,  42.794 
2017,Gramado,  52.336 
2017,Gramado dos Loureiros,  19.385 
2017,Gramado Xavier,  19.378 
2017,Gravataí,  44.757 
2017,Guabiju,  42.451 
2017,Guaíba,  56.049 
2017,Guaporé,  32.963 
2017,Guarani das Missões,  35.538 
2017,Harmonia,  36.937 
2017,Herveiras,  20.535 
2017,Horizontina,  77.866 
2017,Hulha Negra,  26.542 
2017,Humaitá,  28.094 
2017,Ibarama,  20.223 
2017,Ibiaçá,  40.496 
2017,Ibiraiaras,  31.983 
2017,Ibirapuitã,  23.234 
2017,Ibirubá,  45.588 
2017,Igrejinha,  47.444 
2017,Ijuí,  37.992 
2017,Ilópolis,  26.459 
2017,Imbé,  21.237 
2017,Imigrante,  63.083 
2017,Independência,  36.569 
2017,Inhacorá,  27.058 
2017,Ipê,  30.303 
2017,Ipiranga do Sul,  44.413 
2017,Iraí,  22.152 
2017,Itaara,  16.847 
2017,Itacurubi,  24.697 
2017,Itapuca,  23.455 
2017,Itaqui,  34.221 
2017,Itati,  22.977 
2017,Itatiba do Sul,  15.882 
2017,Ivorá,  23.100 
2017,Ivoti,  40.761 
2017,Jaboticaba,  21.146 
2017,Jacuizinho,  36.914 
2017,Jacutinga,  30.859 
2017,Jaguarão,  25.193 
2017,Jaguari,  21.240 
2017,Jaquirana,  16.546 
2017,Jari,  48.486 
2017,Jóia,  46.784 
2017,Júlio de Castilhos,  52.024 
2017,Lagoa Bonita do Sul,  21.028 
2017,Lagoão,  16.238 
2017,Lagoa dos Três Cantos,  46.521 
2017,Lagoa Vermelha,  34.156 
2017,Lajeado,  48.171 
2017,Lajeado do Bugre,  17.413 
2017,Lavras do Sul,  29.247 
2017,Liberato Salzano,  22.479 
2017,Lindolfo Collor,  52.925 
2017,Linha Nova,  26.305 
2017,Machadinho,  27.004 
2017,Maçambará,  53.166 
2017,Mampituba,  18.259 
2017,Manoel Viana,  31.900 
2017,Maquiné,  16.083 
2017,Maratá,  33.375 
2017,Marau,  45.934 
2017,Marcelino Ramos,  22.960 
2017,Mariana Pimentel,  16.850 
2017,Mariano Moro,  21.013 
2017,Marques de Souza,  20.720 
2017,Mata,  20.949 
2017,Mato Castelhano,  31.804 
2017,Mato Leitão,  33.445 
2017,Mato Queimado,  28.154 
2017,Maximiliano de Almeida,  20.067 
2017,Minas do Leão,  20.435 
2017,Miraguaí,  23.707 
2017,Montauri,  35.056 
2017,Monte Alegre dos Campos,  22.216 
2017,Monte Belo do Sul,  32.733 
2017,Montenegro,  50.655 
2017,Mormaço,  29.981 
2017,Morrinhos do Sul,  18.521 
2017,Morro Redondo,  13.187 
2017,Morro Reuter,  27.755 
2017,Mostardas,  27.984 
2017,Muçum,  48.114 
2017,Muitos Capões,  119.795 
2017,Muliterno,  23.368 
2017,Não-Me-Toque,  66.751 
2017,Nicolau Vergueiro,  46.712 
2017,Nonoai,  29.845 
2017,Nova Alvorada,  46.083 
2017,Nova Araçá,  42.405 
2017,Nova Bassano,  47.745 
2017,Nova Boa Vista,  43.419 
2017,Nova Bréscia,  29.916 
2017,Nova Candelária,  50.808 
2017,Nova Esperança do Sul,  23.313 
2017,Nova Hartz,  29.954 
2017,Nova Pádua,  28.264 
2017,Nova Palma,  43.320 
2017,Nova Petrópolis,  35.556 
2017,Nova Prata,  45.502 
2017,Nova Ramada,  53.102 
2017,Nova Roma do Sul,  48.639 
2017,Nova Santa Rita,  49.197 
2017,Novo Cabrais,  21.007 
2017,Novo Hamburgo,  35.751 
2017,Novo Machado,  31.253 
2017,Novo Tiradentes,  19.778 
2017,Novo Xingu,  28.134 
2017,Novo Barreiro,  19.833 
2017,Osório,  37.338 
2017,Paim Filho,  24.204 
2017,Palmares do Sul,  40.579 
2017,Palmeira das Missões,  36.014 
2017,Palmitinho,  24.577 
2017,Panambi,  46.983 
2017,Pantano Grande,  33.557 
2017,Paraí,  36.648 
2017,Paraíso do Sul,  21.035 
2017,Pareci Novo,  23.829 
2017,Parobé,  20.347 
2017,Passa Sete,  19.310 
2017,Passo do Sobrado,  27.310 
2017,Passo Fundo,  43.445 
2017,Paulo Bento,  38.383 
2017,Paverama,  18.766 
2017,Pedras Altas,  49.547 
2017,Pedro Osório,  18.497 
2017,Pejuçara,  54.688 
2017,Pelotas,  24.442 
2017,Picada Café,  52.931 
2017,Pinhal,  27.746 
2017,Pinhal da Serra,  157.456 
2017,Pinhal Grande,  108.019 
2017,Pinheirinho do Vale,  17.894 
2017,Pinheiro Machado,  21.968 
2017,Pinto Bandeira,  16.850 
2017,Pirapó,  21.897 
2017,Piratini,  18.937 
2017,Planalto,  17.604 
2017,Poço das Antas,  38.075 
2017,Pontão,  55.782 
2017,Ponte Preta,  29.879 
2017,Portão,  31.685 
2017,Porto Alegre,  49.372 
2017,Porto Lucena,  19.417 
2017,Porto Mauá,  21.738 
2017,Porto Vera Cruz,  19.023 
2017,Porto Xavier,  15.007 
2017,Pouso Novo,  23.745 
2017,Presidente Lucena,  42.462 
2017,Progresso,  19.337 
2017,Protásio Alves,  25.259 
2017,Putinga,  23.061 
2017,Quaraí,  18.948 
2017,Quatro Irmãos,  58.757 
2017,Quevedos,  49.143 
2017,Quinze de Novembro,  35.347 
2017,Redentora,  14.085 
2017,Relvado,  21.040 
2017,Restinga Sêca,  26.373 
2017,Rio dos Índios,  23.622 
2017,Rio Grande,  44.080 
2017,Rio Pardo,  22.737 
2017,Riozinho,  24.203 
2017,Roca Sales,  39.504 
2017,Rodeio Bonito,  27.750 
2017,Rolador,  32.991 
2017,Rolante,  27.613 
2017,Ronda Alta,  26.508 
2017,Rondinha,  31.504 
2017,Roque Gonzales,  106.599 
2017,Rosário do Sul,  22.235 
2017,Sagrada Família,  20.208 
2017,Saldanha Marinho,  48.342 
2017,Salto do Jacuí,  49.561 
2017,Salvador das Missões,  41.822 
2017,Salvador do Sul,  39.009 
2017,Sananduva,  32.446 
2017,Santa Bárbara do Sul,  67.360 
2017,Santa Cecília do Sul,  40.805 
2017,Santa Clara do Sul,  39.403 
2017,Santa Cruz do Sul,  65.640 
2017,Santa Maria,  25.907 
2017,Santa Maria do Herval,  30.005 
2017,Santa Margarida do Sul,  70.940 
2017,Santana da Boa Vista,  20.073 
2017,Sant'Ana do Livramento,  31.421 
2017,Santa Rosa,  38.820 
2017,Santa Tereza,  22.640 
2017,Santa Vitória do Palmar,  30.203 
2017,Santiago,  25.201 
2017,Santo Ângelo,  29.592 
2017,Santo Antônio do Palma,  36.799 
2017,Santo Antônio da Patrulha,  30.431 
2017,Santo Antônio das Missões,  29.112 
2017,Santo Antônio do Planalto,  45.358 
2017,Santo Augusto,  37.332 
2017,Santo Cristo,  35.620 
2017,Santo Expedito do Sul,  27.004 
2017,São Borja,  28.064 
2017,São Domingos do Sul,  20.675 
2017,São Francisco de Assis,  23.064 
2017,São Francisco de Paula,  26.485 
2017,São Gabriel,  27.682 
2017,São Jerônimo,  23.686 
2017,São João da Urtiga,  25.007 
2017,São João do Polêsine,  27.760 
2017,São Jorge,  28.820 
2017,São José das Missões,  18.828 
2017,São José do Herval,  22.731 
2017,São José do Hortêncio,  25.423 
2017,São José do Inhacorá,  45.850 
2017,São José do Norte,  15.521 
2017,São José do Ouro,  36.314 
2017,São José do Sul,  27.210 
2017,São José dos Ausentes,  24.824 
2017,São Leopoldo,  34.352 
2017,São Lourenço do Sul,  24.525 
2017,São Luiz Gonzaga,  32.595 
2017,São Marcos,  35.144 
2017,São Martinho,  39.323 
2017,São Martinho da Serra,  47.972 
2017,São Miguel das Missões,  55.244 
2017,São Nicolau,  23.129 
2017,São Paulo das Missões,  23.845 
2017,São Pedro da Serra,  20.090 
2017,São Pedro das Missões,  29.294 
2017,São Pedro do Butiá,  30.629 
2017,São Pedro do Sul,  22.087 
2017,São Sebastião do Caí,  25.710 
2017,São Sepé,  33.799 
2017,São Valentim,  24.465 
2017,São Valentim do Sul,  24.251 
2017,São Valério do Sul,  19.169 
2017,São Vendelino,  31.939 
2017,São Vicente do Sul,  25.848 
2017,Sapiranga,  38.463 
2017,Sapucaia do Sul,  22.107 
2017,Sarandi,  36.478 
2017,Seberi,  28.222 
2017,Sede Nova,  29.550 
2017,Segredo,  17.735 
2017,Selbach,  41.781 
2017,Senador Salgado Filho,  27.882 
2017,Sentinela do Sul,  15.135 
2017,Serafina Corrêa,  38.275 
2017,Sério,  19.128 
2017,Sertão,  46.197 
2017,Sertão Santana,  34.295 
2017,Sete de Setembro,  29.356 
2017,Severiano de Almeida,  24.054 
2017,Silveira Martins,  19.518 
2017,Sinimbu,  18.946 
2017,Sobradinho,  24.937 
2017,Soledade,  27.675 
2017,Tabaí,  15.272 
2017,Tapejara,  43.923 
2017,Tapera,  38.414 
2017,Tapes,  20.778 
2017,Taquara,  22.172 
2017,Taquari,  24.388 
2017,Taquaruçu do Sul,  35.134 
2017,Tavares,  14.757 
2017,Tenente Portela,  28.503 
2017,Terra de Areia,  19.299 
2017,Teutônia,  41.974 
2017,Tio Hugo,  35.741 
2017,Tiradentes do Sul,  19.704 
2017,Toropi,  22.026 
2017,Torres,  29.473 
2017,Tramandaí,  20.032 
2017,Travesseiro,  25.652 
2017,Três Arroios,  25.297 
2017,Três Cachoeiras,  21.193 
2017,Três Coroas,  34.436 
2017,Três de Maio,  40.037 
2017,Três Forquilhas,  17.669 
2017,Três Palmeiras,  27.865 
2017,Três Passos,  31.934 
2017,Trindade do Sul,  27.418 
2017,Triunfo,  309.746 
2017,Tucunduva,  33.839 
2017,Tunas,  18.419 
2017,Tupanci do Sul,  28.621 
2017,Tupanciretã,  45.868 
2017,Tupandi,  100.272 
2017,Tuparendi,  31.408 
2017,Turuçu,  27.157 
2017,Ubiretama,  26.070 
2017,União da Serra,  37.035 
2017,Unistalda,  24.199 
2017,Uruguaiana,  21.584 
2017,Vacaria,  33.522 
2017,Vale Verde,  22.123 
2017,Vale do Sol,  19.300 
2017,Vale Real,  21.824 
2017,Vanini,  27.110 
2017,Venâncio Aires,  39.259 
2017,Vera Cruz,  23.443 
2017,Veranópolis,  56.478 
2017,Vespasiano Corrêa,  32.396 
2017,Viadutos,  24.411 
2017,Viamão,  13.617 
2017,Vicente Dutra,  17.688 
2017,Victor Graeff,  45.044 
2017,Vila Flores,  45.972 
2017,Vila Lângaro,  43.697 
2017,Vila Maria,  46.670 
2017,Vila Nova do Sul,  27.416 
2017,Vista Alegre,  26.706 
2017,Vista Alegre do Prata,  31.613 
2017,Vista Gaúcha,  23.380 
2017,Vitória das Missões,  24.998 
2017,Westfália,  51.514 
2017,Xangri-lá,  33.054 
2018,Aceguá,  50.823 
2018,Água Santa,  88.171 
2018,Agudo,  30.297 
2018,Ajuricaba,  42.318 
2018,Alecrim,  18.164 
2018,Alegrete,  29.488 
2018,Alegria,  31.938 
2018,Almirante Tamandaré do Sul,  83.151 
2018,Alpestre,  76.020 
2018,Alto Alegre,  39.920 
2018,Alto Feliz,  31.199 
2018,Alvorada,  12.934 
2018,Amaral Ferrador,  14.088 
2018,Ametista do Sul,  16.246 
2018,André da Rocha,  83.246 
2018,Anta Gorda,  35.814 
2018,Antônio Prado,  47.020 
2018,Arambaré,  33.630 
2018,Araricá,  28.964 
2018,Aratiba,  127.655 
2018,Arroio do Meio,  59.306 
2018,Arroio do Sal,  22.741 
2018,Arroio do Padre,  15.586 
2018,Arroio dos Ratos,  18.539 
2018,Arroio do Tigre,  25.183 
2018,Arroio Grande,  29.619 
2018,Arvorezinha,  23.860 
2018,Augusto Pestana,  50.693 
2018,Áurea,  30.245 
2018,Bagé,  24.643 
2018,Balneário Pinhal,  15.817 
2018,Barão,  34.796 
2018,Barão de Cotegipe,  32.992 
2018,Barão do Triunfo,  14.904 
2018,Barracão,  41.241 
2018,Barra do Guarita,  12.985 
2018,Barra do Quaraí,  41.522 
2018,Barra do Ribeiro,  23.833 
2018,Barra do Rio Azul,  28.328 
2018,Barra Funda,  51.991 
2018,Barros Cassal,  18.270 
2018,Benjamin Constant do Sul,  15.785 
2018,Bento Gonçalves,  50.206 
2018,Boa Vista das Missões,  74.086 
2018,Boa Vista do Buricá,  31.970 
2018,Boa Vista do Cadeado,  111.363 
2018,Boa Vista do Incra,  78.222 
2018,Boa Vista do Sul,  32.661 
2018,Bom Jesus,  29.476 
2018,Bom Princípio,  47.128 
2018,Bom Progresso,  26.587 
2018,Bom Retiro do Sul,  24.797 
2018,Boqueirão do Leão,  17.037 
2018,Bossoroca,  51.822 
2018,Bozano,  72.634 
2018,Braga,  25.287 
2018,Brochier,  16.602 
2018,Butiá,  21.274 
2018,Caçapava do Sul,  24.245 
2018,Cacequi,  26.963 
2018,Cachoeira do Sul,  28.549 
2018,Cachoeirinha,  40.835 
2018,Cacique Doble,  22.520 
2018,Caibaté,  36.584 
2018,Caiçara,  21.192 
2018,Camaquã,  30.494 
2018,Camargo,  61.013 
2018,Cambará do Sul,  28.046 
2018,Campestre da Serra,  50.838 
2018,Campina das Missões,  27.456 
2018,Campinas do Sul,  40.473 
2018,Campo Bom,  47.331 
2018,Campo Novo,  45.593 
2018,Campos Borges,  29.347 
2018,Candelária,  26.619 
2018,Cândido Godói,  38.118 
2018,Candiota,  66.216 
2018,Canela,  25.399 
2018,Canguçu,  19.938 
2018,Canoas,  55.714 
2018,Canudos do Vale,  24.978 
2018,Capão Bonito do Sul,  118.336 
2018,Capão da Canoa,  27.607 
2018,Capão do Cipó,  89.497 
2018,Capão do Leão,  20.097 
2018,Capivari do Sul,  45.368 
2018,Capela de Santana,  17.203 
2018,Capitão,  23.678 
2018,Carazinho,  48.236 
2018,Caraá,  13.466 
2018,Carlos Barbosa,  86.177 
2018,Carlos Gomes,  27.723 
2018,Casca,  48.667 
2018,Caseiros,  42.550 
2018,Catuípe,  43.997 
2018,Caxias do Sul,  49.140 
2018,Centenário,  25.475 
2018,Cerrito,  15.283 
2018,Cerro Branco,  15.397 
2018,Cerro Grande,  24.153 
2018,Cerro Grande do Sul,  13.289 
2018,Cerro Largo,  52.193 
2018,Chapada,  49.924 
2018,Charqueadas,  32.368 
2018,Charrua,  27.754 
2018,Chiapetta,  56.114 
2018,Chuí,  57.155 
2018,Chuvisca,  18.911 
2018,Cidreira,  17.590 
2018,Ciríaco,  31.180 
2018,Colinas,  24.124 
2018,Colorado,  65.134 
2018,Condor,  57.289 
2018,Constantina,  30.663 
2018,Coqueiro Baixo,  22.490 
2018,Coqueiros do Sul,  51.440 
2018,Coronel Barros,  47.919 
2018,Coronel Bicaco,  40.519 
2018,Coronel Pilar,  24.125 
2018,Cotiporã,  40.941 
2018,Coxilha,  79.166 
2018,Crissiumal,  25.529 
2018,Cristal,  22.561 
2018,Cristal do Sul,  20.637 
2018,Cruz Alta,  65.112 
2018,Cruzaltense,  45.680 
2018,Cruzeiro do Sul,  29.091 
2018,David Canabarro,  31.012 
2018,Derrubadas,  28.795 
2018,Dezesseis de Novembro,  15.932 
2018,Dilermando de Aguiar,  47.559 
2018,Dois Irmãos,  62.381 
2018,Dois Irmãos das Missões,  56.340 
2018,Dois Lajeados,  28.432 
2018,Dom Feliciano,  15.505 
2018,Dom Pedro de Alcântara,  21.495 
2018,Dom Pedrito,  34.366 
2018,Dona Francisca,  24.384 
2018,Doutor Maurício Cardoso,  42.296 
2018,Doutor Ricardo,  26.215 
2018,Eldorado do Sul,  39.586 
2018,Encantado,  39.471 
2018,Encruzilhada do Sul,  20.774 
2018,Engenho Velho,  45.616 
2018,Entre-Ijuís,  47.496 
2018,Entre Rios do Sul,  68.329 
2018,Erebango,  36.878 
2018,Erechim,  47.212 
2018,Ernestina,  45.672 
2018,Herval,  19.624 
2018,Erval Grande,  19.218 
2018,Erval Seco,  32.945 
2018,Esmeralda,  65.777 
2018,Esperança do Sul,  24.159 
2018,Espumoso,  49.709 
2018,Estação,  60.159 
2018,Estância Velha,  29.730 
2018,Esteio,  38.330 
2018,Estrela,  43.684 
2018,Estrela Velha,  34.706 
2018,Eugênio de Castro,  84.803 
2018,Fagundes Varela,  28.492 
2018,Farroupilha,  47.999 
2018,Faxinal do Soturno,  29.935 
2018,Faxinalzinho,  28.035 
2018,Fazenda Vilanova,  25.842 
2018,Feliz,  31.464 
2018,Flores da Cunha,  53.520 
2018,Floriano Peixoto,  32.712 
2018,Fontoura Xavier,  19.307 
2018,Formigueiro,  28.288 
2018,Forquetinha,  17.690 
2018,Fortaleza dos Valos,  74.423 
2018,Frederico Westphalen,  36.746 
2018,Garibaldi,  60.036 
2018,Garruchos,  42.272 
2018,Gaurama,  42.250 
2018,General Câmara,  18.769 
2018,Gentil,  67.145 
2018,Getúlio Vargas,  34.176 
2018,Giruá,  48.632 
2018,Glorinha,  41.325 
2018,Gramado,  54.948 
2018,Gramado dos Loureiros,  25.353 
2018,Gramado Xavier,  19.319 
2018,Gravataí,  43.235 
2018,Guabiju,  48.855 
2018,Guaíba,  68.747 
2018,Guaporé,  34.078 
2018,Guarani das Missões,  47.031 
2018,Harmonia,  35.220 
2018,Herveiras,  19.925 
2018,Horizontina,  84.547 
2018,Hulha Negra,  30.071 
2018,Humaitá,  30.308 
2018,Ibarama,  20.542 
2018,Ibiaçá,  47.493 
2018,Ibiraiaras,  33.930 
2018,Ibirapuitã,  29.117 
2018,Ibirubá,  52.582 
2018,Igrejinha,  50.016 
2018,Ijuí,  42.107 
2018,Ilópolis,  25.583 
2018,Imbé,  20.425 
2018,Imigrante,  76.994 
2018,Independência,  45.634 
2018,Inhacorá,  32.440 
2018,Ipê,  29.877 
2018,Ipiranga do Sul,  54.764 
2018,Iraí,  23.150 
2018,Itaara,  22.865 
2018,Itacurubi,  26.517 
2018,Itapuca,  26.696 
2018,Itaqui,  36.810 
2018,Itati,  26.384 
2018,Itatiba do Sul,  17.125 
2018,Ivorá,  27.251 
2018,Ivoti,  42.525 
2018,Jaboticaba,  25.781 
2018,Jacuizinho,  44.380 
2018,Jacutinga,  37.615 
2018,Jaguarão,  24.970 
2018,Jaguari,  23.294 
2018,Jaquirana,  17.770 
2018,Jari,  62.057 
2018,Jóia,  61.676 
2018,Júlio de Castilhos,  67.523 
2018,Lagoa Bonita do Sul,  20.743 
2018,Lagoão,  17.329 
2018,Lagoa dos Três Cantos,  58.597 
2018,Lagoa Vermelha,  41.889 
2018,Lajeado,  51.195 
2018,Lajeado do Bugre,  19.114 
2018,Lavras do Sul,  33.649 
2018,Liberato Salzano,  26.539 
2018,Lindolfo Collor,  49.911 
2018,Linha Nova,  28.241 
2018,Machadinho,  32.769 
2018,Maçambará,  53.224 
2018,Mampituba,  17.815 
2018,Manoel Viana,  38.087 
2018,Maquiné,  18.002 
2018,Maratá,  25.875 
2018,Marau,  47.325 
2018,Marcelino Ramos,  25.980 
2018,Mariana Pimentel,  17.092 
2018,Mariano Moro,  24.571 
2018,Marques de Souza,  22.339 
2018,Mata,  23.500 
2018,Mato Castelhano,  40.720 
2018,Mato Leitão,  34.713 
2018,Mato Queimado,  35.429 
2018,Maximiliano de Almeida,  26.353 
2018,Minas do Leão,  21.978 
2018,Miraguaí,  27.605 
2018,Montauri,  39.000 
2018,Monte Alegre dos Campos,  20.139 
2018,Monte Belo do Sul,  30.877 
2018,Montenegro,  57.736 
2018,Mormaço,  35.424 
2018,Morrinhos do Sul,  18.526 
2018,Morro Redondo,  14.027 
2018,Morro Reuter,  28.887 
2018,Mostardas,  28.111 
2018,Muçum,  50.875 
2018,Muitos Capões,  136.972 
2018,Muliterno,  27.753 
2018,Não-Me-Toque,  73.038 
2018,Nicolau Vergueiro,  54.419 
2018,Nonoai,  36.377 
2018,Nova Alvorada,  47.143 
2018,Nova Araçá,  45.111 
2018,Nova Bassano,  52.080 
2018,Nova Boa Vista,  51.067 
2018,Nova Bréscia,  31.401 
2018,Nova Candelária,  54.376 
2018,Nova Esperança do Sul,  24.361 
2018,Nova Hartz,  29.832 
2018,Nova Pádua,  27.920 
2018,Nova Palma,  47.379 
2018,Nova Petrópolis,  37.517 
2018,Nova Prata,  45.446 
2018,Nova Ramada,  66.871 
2018,Nova Roma do Sul,  49.977 
2018,Nova Santa Rita,  58.084 
2018,Novo Cabrais,  21.231 
2018,Novo Hamburgo,  38.240 
2018,Novo Machado,  35.536 
2018,Novo Tiradentes,  21.894 
2018,Novo Xingu,  33.160 
2018,Novo Barreiro,  21.304 
2018,Osório,  34.380 
2018,Paim Filho,  28.338 
2018,Palmares do Sul,  41.508 
2018,Palmeira das Missões,  43.642 
2018,Palmitinho,  25.967 
2018,Panambi,  48.321 
2018,Pantano Grande,  37.394 
2018,Paraí,  38.317 
2018,Paraíso do Sul,  20.385 
2018,Pareci Novo,  25.156 
2018,Parobé,  21.347 
2018,Passa Sete,  18.431 
2018,Passo do Sobrado,  26.510 
2018,Passo Fundo,  45.353 
2018,Paulo Bento,  41.584 
2018,Paverama,  20.035 
2018,Pedras Altas,  54.882 
2018,Pedro Osório,  19.291 
2018,Pejuçara,  68.915 
2018,Pelotas,  25.913 
